,Tweets,Tweets_token,rating_description_str,lower,no_punc,stopwords_removed,pos_tags,wordnet_pos,lemmatized
170,Gran Turismo 7 Leaker Provides Update on Delay Rumors #URL# #URL#,"['Gran', 'Turismo', '7', 'Leaker', 'Provides', 'Update', 'on', 'Delay', 'Rumors', '#URL#', '#URL#']",Gran Turismo 7 Leaker Provides Update on Delay Rumors #URL# #URL#,"['gran', 'turismo', '7', 'leaker', 'provides', 'update', 'on', 'delay', 'rumors', '#', 'url', '#', '#', 'url', '#']","['gran', 'turismo', '7', 'leaker', 'provides', 'update', 'on', 'delay', 'rumors', 'url', 'url']","['gran', 'turismo', '7', 'leaker', 'provides', 'update', 'on', 'delay', 'rumors']","[('gran', 'NN'), ('turismo', 'VBZ'), ('7', 'CD'), ('leaker', 'NN'), ('provides', 'VBZ'), ('update', 'JJ'), ('on', 'IN'), ('delay', 'NN'), ('rumors', 'NNS')]","[('gran', 'n'), ('turismo', 'v'), ('7', 'n'), ('leaker', 'n'), ('provides', 'v'), ('update', 'a'), ('on', 'n'), ('delay', 'n'), ('rumors', 'n')]","['gran', 'turismo', '7', 'leaker', 'provide', 'update', 'on', 'delay', 'rumor']"
171,"No ""Under The Table Deal"" With BJP Over Reunion In Maharashtra: Shiv Sena #URL# #URL#","['No', '""Under', 'The', 'Table', 'Deal""', 'With', 'BJP', 'Over', 'Reunion', 'In', 'Maharashtra:', 'Shiv', 'Sena', '#URL#', '#URL#']","No ""Under The Table Deal"" With BJP Over Reunion In Maharashtra: Shiv Sena #URL# #URL#","['no', '``', 'under', 'the', 'table', 'deal', ""''"", 'with', 'bjp', 'over', 'reunion', 'in', 'maharashtra', ':', 'shiv', 'sena', '#', 'url', '#', '#', 'url', '#']","['no', '``', 'under', 'the', 'table', 'deal', ""''"", 'with', 'bjp', 'over', 'reunion', 'in', 'maharashtra', 'shiv', 'sena', 'url', 'url']","['no', '``', 'under', 'table', 'deal', ""''"", 'with', 'bjp', 'over', 'reunion', 'in', 'maharashtra', 'shiv', 'sena']","[('no', 'DT'), ('``', '``'), ('under', 'IN'), ('table', 'JJ'), ('deal', 'NN'), (""''"", ""''""), ('with', 'IN'), ('bjp', 'NN'), ('over', 'IN'), ('reunion', 'NN'), ('in', 'IN'), ('maharashtra', 'JJ'), ('shiv', 'NN'), ('sena', 'NN')]","[('no', 'n'), ('``', 'n'), ('under', 'n'), ('table', 'a'), ('deal', 'n'), (""''"", 'n'), ('with', 'n'), ('bjp', 'n'), ('over', 'n'), ('reunion', 'n'), ('in', 'n'), ('maharashtra', 'a'), ('shiv', 'n'), ('sena', 'n')]","['no', '``', 'under', 'table', 'deal', ""''"", 'with', 'bjp', 'over', 'reunion', 'in', 'maharashtra', 'shiv', 'sena']"
172,UAS teachers set15-day deadline for removal of Vice- Chancellor #URL#,"['UAS', 'teachers', 'set15-day', 'deadline', 'for', 'removal', 'of', 'Vice-', 'Chancellor', '#URL#']",UAS teachers set15-day deadline for removal of Vice- Chancellor #URL#,"['uas', 'teachers', 'set15-day', 'deadline', 'for', 'removal', 'of', 'vice-', 'chancellor', '#', 'url', '#']","['uas', 'teachers', 'set15-day', 'deadline', 'for', 'removal', 'of', 'vice-', 'chancellor', 'url']","['uas', 'teachers', 'set15-day', 'deadline', 'removal', 'vice-', 'chancellor']","[('uas', 'JJ'), ('teachers', 'NNS'), ('set15-day', 'JJ'), ('deadline', 'NN'), ('removal', 'NN'), ('vice-', 'NN'), ('chancellor', 'NN')]","[('uas', 'a'), ('teachers', 'n'), ('set15-day', 'a'), ('deadline', 'n'), ('removal', 'n'), ('vice-', 'n'), ('chancellor', 'n')]","['uas', 'teacher', 'set15-day', 'deadline', 'removal', 'vice-', 'chancellor']"
173,Kevin McCarthy shares shocking facts about fentanyl #URL# #URL#,"['Kevin', 'McCarthy', 'shares', 'shocking', 'facts', 'about', 'fentanyl', '#URL#', '#URL#']",Kevin McCarthy shares shocking facts about fentanyl #URL# #URL#,"['kevin', 'mccarthy', 'shares', 'shocking', 'facts', 'about', 'fentanyl', '#', 'url', '#', '#', 'url', '#']","['kevin', 'mccarthy', 'shares', 'shocking', 'facts', 'about', 'fentanyl', 'url', 'url']","['kevin', 'mccarthy', 'shares', 'shocking', 'facts', 'about', 'fentanyl']","[('kevin', 'VB'), ('mccarthy', 'JJ'), ('shares', 'NNS'), ('shocking', 'VBG'), ('facts', 'NNS'), ('about', 'IN'), ('fentanyl', 'NN')]","[('kevin', 'v'), ('mccarthy', 'a'), ('shares', 'n'), ('shocking', 'v'), ('facts', 'n'), ('about', 'n'), ('fentanyl', 'n')]","['kevin', 'mccarthy', 'share', 'shock', 'fact', 'about', 'fentanyl']"
174,"Mexican village, home to thousands of migrating pelicans, hopes to attract tourists #URL# #URL#","['Mexican', 'village,', 'home', 'to', 'thousands', 'of', 'migrating', 'pelicans,', 'hopes', 'to', 'attract', 'tourists', '#URL#', '#URL#']","Mexican village, home to thousands of migrating pelicans, hopes to attract tourists #URL# #URL#","['mexican', 'village', ',', 'home', 'to', 'thousands', 'of', 'migrating', 'pelicans', ',', 'hopes', 'to', 'attract', 'tourists', '#', 'url', '#', '#', 'url', '#']","['mexican', 'village', 'home', 'to', 'thousands', 'of', 'migrating', 'pelicans', 'hopes', 'to', 'attract', 'tourists', 'url', 'url']","['mexican', 'village', 'home', 'to', 'thousands', 'migrating', 'pelicans', 'hopes', 'to', 'attract', 'tourists']","[('mexican', 'JJ'), ('village', 'NN'), ('home', 'NN'), ('to', 'TO'), ('thousands', 'NNS'), ('migrating', 'VBG'), ('pelicans', 'NNS'), ('hopes', 'VBZ'), ('to', 'TO'), ('attract', 'VB'), ('tourists', 'NNS')]","[('mexican', 'a'), ('village', 'n'), ('home', 'n'), ('to', 'n'), ('thousands', 'n'), ('migrating', 'v'), ('pelicans', 'n'), ('hopes', 'v'), ('to', 'n'), ('attract', 'v'), ('tourists', 'n')]","['mexican', 'village', 'home', 'to', 'thousand', 'migrate', 'pelican', 'hop', 'to', 'attract', 'tourist']"
175,Chinese AI team claims big win in battle to teach dogfights to drones #URL# #URL#,"['Chinese', 'AI', 'team', 'claims', 'big', 'win', 'in', 'battle', 'to', 'teach', 'dogfights', 'to', 'drones', '#URL#', '#URL#']",Chinese AI team claims big win in battle to teach dogfights to drones #URL# #URL#,"['chinese', 'ai', 'team', 'claims', 'big', 'win', 'in', 'battle', 'to', 'teach', 'dogfights', 'to', 'drones', '#', 'url', '#', '#', 'url', '#']","['chinese', 'ai', 'team', 'claims', 'big', 'win', 'in', 'battle', 'to', 'teach', 'dogfights', 'to', 'drones', 'url', 'url']","['chinese', 'ai', 'team', 'claims', 'big', 'win', 'in', 'battle', 'to', 'teach', 'dogfights', 'to', 'drones']","[('chinese', 'JJ'), ('ai', 'VBP'), ('team', 'NN'), ('claims', 'NNS'), ('big', 'JJ'), ('win', 'NNS'), ('in', 'IN'), ('battle', 'NN'), ('to', 'TO'), ('teach', 'VB'), ('dogfights', 'NNS'), ('to', 'TO'), ('drones', 'NNS')]","[('chinese', 'a'), ('ai', 'v'), ('team', 'n'), ('claims', 'n'), ('big', 'a'), ('win', 'n'), ('in', 'n'), ('battle', 'n'), ('to', 'n'), ('teach', 'v'), ('dogfights', 'n'), ('to', 'n'), ('drones', 'n')]","['chinese', 'ai', 'team', 'claim', 'big', 'win', 'in', 'battle', 'to', 'teach', 'dogfight', 'to', 'drone']"
176,The African refugees and migrants trapped inside Yemen's war #URL# #URL#,"['The', 'African', 'refugees', 'and', 'migrants', 'trapped', 'inside', ""Yemen's"", 'war', '#URL#', '#URL#']",The African refugees and migrants trapped inside Yemen's war #URL# #URL#,"['the', 'african', 'refugees', 'and', 'migrants', 'trapped', 'inside', 'yemen', ""'s"", 'war', '#', 'url', '#', '#', 'url', '#']","['the', 'african', 'refugees', 'and', 'migrants', 'trapped', 'inside', 'yemen', ""'s"", 'war', 'url', 'url']","['african', 'refugees', 'and', 'migrants', 'trapped', 'inside', 'yemen', ""'s"", 'war']","[('african', 'JJ'), ('refugees', 'NNS'), ('and', 'CC'), ('migrants', 'NNS'), ('trapped', 'VBD'), ('inside', 'IN'), ('yemen', 'NNS'), (""'s"", 'POS'), ('war', 'NN')]","[('african', 'a'), ('refugees', 'n'), ('and', 'n'), ('migrants', 'n'), ('trapped', 'v'), ('inside', 'n'), ('yemen', 'n'), (""'s"", 'n'), ('war', 'n')]","['african', 'refugee', 'and', 'migrant', 'trap', 'inside', 'yemen', ""'s"", 'war']"
177,"After takeover by Tata, Air India’s assets may return to Kerala govt. #URL#","['After', 'takeover', 'by', 'Tata,', 'Air', 'India’s', 'assets', 'may', 'return', 'to', 'Kerala', 'govt.', '#URL#']","After takeover by Tata, Air India’s assets may return to Kerala govt. #URL#","['after', 'takeover', 'by', 'tata', ',', 'air', 'india', '’', 's', 'assets', 'may', 'return', 'to', 'kerala', 'govt', '.', '#', 'url', '#']","['after', 'takeover', 'by', 'tata', 'air', 'india', '’', 's', 'assets', 'may', 'return', 'to', 'kerala', 'govt', 'url']","['after', 'takeover', 'by', 'tata', 'air', 'india', '’', 's', 'assets', 'may', 'return', 'to', 'kerala', 'govt']","[('after', 'IN'), ('takeover', 'NN'), ('by', 'IN'), ('tata', 'NNS'), ('air', 'NN'), ('india', 'VBP'), ('’', 'NN'), ('s', 'JJ'), ('assets', 'NNS'), ('may', 'MD'), ('return', 'VB'), ('to', 'TO'), ('kerala', 'VB'), ('govt', 'NN')]","[('after', 'n'), ('takeover', 'n'), ('by', 'n'), ('tata', 'n'), ('air', 'n'), ('india', 'v'), ('’', 'n'), ('s', 'a'), ('assets', 'n'), ('may', 'n'), ('return', 'v'), ('to', 'n'), ('kerala', 'v'), ('govt', 'n')]","['after', 'takeover', 'by', 'tata', 'air', 'india', '’', 's', 'asset', 'may', 'return', 'to', 'kerala', 'govt']"
178,"UP Polls Won't Have Surprise Result, Gujarat Will, Claims Akhilesh Yadav #URL# #URL#","['UP', 'Polls', 'Will not', 'Have', 'Surprise', 'Result,', 'Gujarat', 'Will,', 'Claims', 'Akhilesh', 'Yadav', '#URL#', '#URL#']","UP Polls Will not Have Surprise Result, Gujarat Will, Claims Akhilesh Yadav #URL# #URL#","['up', 'polls', 'will', 'not', 'have', 'surprise', 'result', ',', 'gujarat', 'will', ',', 'claims', 'akhilesh', 'yadav', '#', 'url', '#', '#', 'url', '#']","['up', 'polls', 'will', 'not', 'have', 'surprise', 'result', 'gujarat', 'will', 'claims', 'akhilesh', 'yadav', 'url', 'url']","['up', 'polls', 'will', 'not', 'surprise', 'result', 'gujarat', 'will', 'claims', 'akhilesh', 'yadav']","[('up', 'RB'), ('polls', 'NNS'), ('will', 'MD'), ('not', 'RB'), ('surprise', 'VB'), ('result', 'NN'), ('gujarat', 'NN'), ('will', 'MD'), ('claims', 'VB'), ('akhilesh', 'JJ'), ('yadav', 'NNS')]","[('up', 'r'), ('polls', 'n'), ('will', 'n'), ('not', 'r'), ('surprise', 'v'), ('result', 'n'), ('gujarat', 'n'), ('will', 'n'), ('claims', 'v'), ('akhilesh', 'a'), ('yadav', 'n')]","['up', 'poll', 'will', 'not', 'surprise', 'result', 'gujarat', 'will', 'claim', 'akhilesh', 'yadav']"
179,Vehicle seized for reckless driving in Lusail #URL# #URL#,"['Vehicle', 'seized', 'for', 'reckless', 'driving', 'in', 'Lusail', '#URL#', '#URL#']",Vehicle seized for reckless driving in Lusail #URL# #URL#,"['vehicle', 'seized', 'for', 'reckless', 'driving', 'in', 'lusail', '#', 'url', '#', '#', 'url', '#']","['vehicle', 'seized', 'for', 'reckless', 'driving', 'in', 'lusail', 'url', 'url']","['vehicle', 'seized', 'reckless', 'driving', 'in', 'lusail']","[('vehicle', 'NN'), ('seized', 'VBD'), ('reckless', 'JJ'), ('driving', 'NN'), ('in', 'IN'), ('lusail', 'NN')]","[('vehicle', 'n'), ('seized', 'v'), ('reckless', 'a'), ('driving', 'n'), ('in', 'n'), ('lusail', 'n')]","['vehicle', 'seize', 'reckless', 'driving', 'in', 'lusail']"
180,HBKU’s QBRI concludes internship programme for high school students #URL# #URL#,"['HBKU’s', 'QBRI', 'concludes', 'internship', 'programme', 'for', 'high', 'school', 'students', '#URL#', '#URL#']",HBKU’s QBRI concludes internship programme for high school students #URL# #URL#,"['hbku', '’', 's', 'qbri', 'concludes', 'internship', 'programme', 'for', 'high', 'school', 'students', '#', 'url', '#', '#', 'url', '#']","['hbku', '’', 's', 'qbri', 'concludes', 'internship', 'programme', 'for', 'high', 'school', 'students', 'url', 'url']","['hbku', '’', 's', 'qbri', 'concludes', 'internship', 'programme', 'high', 'school', 'students']","[('hbku', 'NN'), ('’', 'NNP'), ('s', 'NN'), ('qbri', 'NN'), ('concludes', 'VBZ'), ('internship', 'JJ'), ('programme', 'JJ'), ('high', 'JJ'), ('school', 'NN'), ('students', 'NNS')]","[('hbku', 'n'), ('’', 'n'), ('s', 'n'), ('qbri', 'n'), ('concludes', 'v'), ('internship', 'a'), ('programme', 'a'), ('high', 'a'), ('school', 'n'), ('students', 'n')]","['hbku', '’', 's', 'qbri', 'conclude', 'internship', 'programme', 'high', 'school', 'student']"
181,Award-Winning Ben Affleck Movie Leaving HBO Max This Week #URL# #URL#,"['Award-Winning', 'Ben', 'Affleck', 'Movie', 'Leaving', 'HBO', 'Max', 'This', 'Week', '#URL#', '#URL#']",Award-Winning Ben Affleck Movie Leaving HBO Max This Week #URL# #URL#,"['award-winning', 'ben', 'affleck', 'movie', 'leaving', 'hbo', 'max', 'this', 'week', '#', 'url', '#', '#', 'url', '#']","['award-winning', 'ben', 'affleck', 'movie', 'leaving', 'hbo', 'max', 'this', 'week', 'url', 'url']","['award-winning', 'ben', 'affleck', 'movie', 'leaving', 'hbo', 'max', 'this', 'week']","[('award-winning', 'JJ'), ('ben', 'NN'), ('affleck', 'NN'), ('movie', 'NN'), ('leaving', 'VBG'), ('hbo', 'JJ'), ('max', 'NN'), ('this', 'DT'), ('week', 'NN')]","[('award-winning', 'a'), ('ben', 'n'), ('affleck', 'n'), ('movie', 'n'), ('leaving', 'v'), ('hbo', 'a'), ('max', 'n'), ('this', 'n'), ('week', 'n')]","['award-winning', 'ben', 'affleck', 'movie', 'leave', 'hbo', 'max', 'this', 'week']"
182,"CovidUkraine: 24,508 new cases over last 24hrs #URL# #URL#","['CovidUkraine:', '24,508', 'new', 'cases', 'over', 'last', '24hrs', '#URL#', '#URL#']","CovidUkraine: 24,508 new cases over last 24hrs #URL# #URL#","['covidukraine', ':', '24,508', 'new', 'cases', 'over', 'last', '24hrs', '#', 'url', '#', '#', 'url', '#']","['covidukraine', '24,508', 'new', 'cases', 'over', 'last', '24hrs', 'url', 'url']","['covidukraine', '24,508', 'new', 'cases', 'over', 'last', '24hrs']","[('covidukraine', 'NN'), ('24,508', 'CD'), ('new', 'JJ'), ('cases', 'NNS'), ('over', 'IN'), ('last', 'JJ'), ('24hrs', 'CD')]","[('covidukraine', 'n'), ('24,508', 'n'), ('new', 'a'), ('cases', 'n'), ('over', 'n'), ('last', 'a'), ('24hrs', 'n')]","['covidukraine', '24,508', 'new', 'case', 'over', 'last', '24hrs']"
183,Taiwan president expresses empathy for Ukraine’s situation #URL# #URL#,"['Taiwan', 'president', 'expresses', 'empathy', 'for', 'Ukraine’s', 'situation', '#URL#', '#URL#']",Taiwan president expresses empathy for Ukraine’s situation #URL# #URL#,"['taiwan', 'president', 'expresses', 'empathy', 'for', 'ukraine', '’', 's', 'situation', '#', 'url', '#', '#', 'url', '#']","['taiwan', 'president', 'expresses', 'empathy', 'for', 'ukraine', '’', 's', 'situation', 'url', 'url']","['taiwan', 'president', 'expresses', 'empathy', 'ukraine', '’', 's', 'situation']","[('taiwan', 'JJ'), ('president', 'NN'), ('expresses', 'VBZ'), ('empathy', 'JJ'), ('ukraine', 'JJ'), ('’', 'NN'), ('s', 'NN'), ('situation', 'NN')]","[('taiwan', 'a'), ('president', 'n'), ('expresses', 'v'), ('empathy', 'a'), ('ukraine', 'a'), ('’', 'n'), ('s', 'n'), ('situation', 'n')]","['taiwan', 'president', 'express', 'empathy', 'ukraine', '’', 's', 'situation']"
184,Why Tech Cooperation Will Reshape South Korea-U.S. Relations #URL# #URL#,"['Why', 'Tech', 'Cooperation', 'Will', 'Reshape', 'South', 'Korea-YOU.S.', 'Relations', '#URL#', '#URL#']",Why Tech Cooperation Will Reshape South Korea-YOU.S. Relations #URL# #URL#,"['why', 'tech', 'cooperation', 'will', 'reshape', 'south', 'korea-you.s', '.', 'relations', '#', 'url', '#', '#', 'url', '#']","['why', 'tech', 'cooperation', 'will', 'reshape', 'south', 'korea-you.s', 'relations', 'url', 'url']","['why', 'tech', 'cooperation', 'will', 'reshape', 'south', 'korea-you.s', 'relations']","[('why', 'WRB'), ('tech', 'JJ'), ('cooperation', 'NN'), ('will', 'MD'), ('reshape', 'VB'), ('south', 'JJ'), ('korea-you.s', 'JJ'), ('relations', 'NNS')]","[('why', 'n'), ('tech', 'a'), ('cooperation', 'n'), ('will', 'n'), ('reshape', 'v'), ('south', 'a'), ('korea-you.s', 'a'), ('relations', 'n')]","['why', 'tech', 'cooperation', 'will', 'reshape', 'south', 'korea-you.s', 'relation']"
185,"Boomerang stock market spins wildly, ends up going nowhere #URL# #URL#","['Boomerang', 'stock', 'market', 'spins', 'wildly,', 'ends', 'up', 'going', 'nowhere', '#URL#', '#URL#']","Boomerang stock market spins wildly, ends up going nowhere #URL# #URL#","['boomerang', 'stock', 'market', 'spins', 'wildly', ',', 'ends', 'up', 'going', 'nowhere', '#', 'url', '#', '#', 'url', '#']","['boomerang', 'stock', 'market', 'spins', 'wildly', 'ends', 'up', 'going', 'nowhere', 'url', 'url']","['boomerang', 'stock', 'market', 'spins', 'wildly', 'ends', 'up', 'going', 'nowhere']","[('boomerang', 'NN'), ('stock', 'NN'), ('market', 'NN'), ('spins', 'NNS'), ('wildly', 'RB'), ('ends', 'VBZ'), ('up', 'RP'), ('going', 'VBG'), ('nowhere', 'RB')]","[('boomerang', 'n'), ('stock', 'n'), ('market', 'n'), ('spins', 'n'), ('wildly', 'r'), ('ends', 'v'), ('up', 'r'), ('going', 'v'), ('nowhere', 'r')]","['boomerang', 'stock', 'market', 'spin', 'wildly', 'end', 'up', 'go', 'nowhere']"
186,PS4 and PS5 Players Surprised With Free PSN Gift #URL# #URL#,"['PS4', 'and', 'PS5', 'Players', 'Surprised', 'With', 'Free', 'PSN', 'Gift', '#URL#', '#URL#']",PS4 and PS5 Players Surprised With Free PSN Gift #URL# #URL#,"['ps4', 'and', 'ps5', 'players', 'surprised', 'with', 'free', 'psn', 'gift', '#', 'url', '#', '#', 'url', '#']","['ps4', 'and', 'ps5', 'players', 'surprised', 'with', 'free', 'psn', 'gift', 'url', 'url']","['ps4', 'and', 'ps5', 'players', 'surprised', 'with', 'free', 'psn', 'gift']","[('ps4', 'NN'), ('and', 'CC'), ('ps5', 'NN'), ('players', 'NNS'), ('surprised', 'VBD'), ('with', 'IN'), ('free', 'JJ'), ('psn', 'NNS'), ('gift', 'NN')]","[('ps4', 'n'), ('and', 'n'), ('ps5', 'n'), ('players', 'n'), ('surprised', 'v'), ('with', 'n'), ('free', 'a'), ('psn', 'n'), ('gift', 'n')]","['ps4', 'and', 'ps5', 'player', 'surprise', 'with', 'free', 'psn', 'gift']"
187,"Armed forces veterans, Orang Asli among 800 appointed as wildlife rangers #URL# #URL#","['Armed', 'forces', 'veterans,', 'Orang', 'Asli', 'among', '800', 'appointed', 'as', 'wildlife', 'rangers', '#URL#', '#URL#']","Armed forces veterans, Orang Asli among 800 appointed as wildlife rangers #URL# #URL#","['armed', 'forces', 'veterans', ',', 'orang', 'asli', 'among', '800', 'appointed', 'as', 'wildlife', 'rangers', '#', 'url', '#', '#', 'url', '#']","['armed', 'forces', 'veterans', 'orang', 'asli', 'among', '800', 'appointed', 'as', 'wildlife', 'rangers', 'url', 'url']","['armed', 'forces', 'veterans', 'orang', 'asli', 'among', '800', 'appointed', 'as', 'wildlife', 'rangers']","[('armed', 'VBN'), ('forces', 'NNS'), ('veterans', 'NNS'), ('orang', 'VBP'), ('asli', 'NN'), ('among', 'IN'), ('800', 'CD'), ('appointed', 'VBD'), ('as', 'IN'), ('wildlife', 'NN'), ('rangers', 'NNS')]","[('armed', 'v'), ('forces', 'n'), ('veterans', 'n'), ('orang', 'v'), ('asli', 'n'), ('among', 'n'), ('800', 'n'), ('appointed', 'v'), ('as', 'n'), ('wildlife', 'n'), ('rangers', 'n')]","['arm', 'force', 'veteran', 'orang', 'asli', 'among', '800', 'appoint', 'a', 'wildlife', 'ranger']"
188,Residents displaced amid ISIS attacks in Hesekê return home #URL# #URL#,"['Residents', 'displaced', 'amid', 'ISIS', 'attacks', 'in', 'Hesekê', 'return', 'home', '#URL#', '#URL#']",Residents displaced amid ISIS attacks in Hesekê return home #URL# #URL#,"['residents', 'displaced', 'amid', 'isis', 'attacks', 'in', 'hesekê', 'return', 'home', '#', 'url', '#', '#', 'url', '#']","['residents', 'displaced', 'amid', 'isis', 'attacks', 'in', 'hesekê', 'return', 'home', 'url', 'url']","['residents', 'displaced', 'amid', 'isis', 'attacks', 'in', 'hesekê', 'return', 'home']","[('residents', 'NNS'), ('displaced', 'VBD'), ('amid', 'IN'), ('isis', 'NN'), ('attacks', 'NNS'), ('in', 'IN'), ('hesekê', 'JJ'), ('return', 'NN'), ('home', 'NN')]","[('residents', 'n'), ('displaced', 'v'), ('amid', 'n'), ('isis', 'n'), ('attacks', 'n'), ('in', 'n'), ('hesekê', 'a'), ('return', 'n'), ('home', 'n')]","['resident', 'displace', 'amid', 'isi', 'attack', 'in', 'hesekê', 'return', 'home']"
189,"2FA app with 10,000 Google Play downloads loaded well-known banking trojan #URL# #URL#","['2FA', 'app', 'with', '10,000', 'Google', 'Play', 'downloads', 'loaded', 'well-known', 'banking', 'trojan', '#URL#', '#URL#']","2FA app with 10,000 Google Play downloads loaded well-known banking trojan #URL# #URL#","['2fa', 'app', 'with', '10,000', 'google', 'play', 'downloads', 'loaded', 'well-known', 'banking', 'trojan', '#', 'url', '#', '#', 'url', '#']","['2fa', 'app', 'with', '10,000', 'google', 'play', 'downloads', 'loaded', 'well-known', 'banking', 'trojan', 'url', 'url']","['2fa', 'app', 'with', '10,000', 'google', 'play', 'downloads', 'loaded', 'well-known', 'banking', 'trojan']","[('2fa', 'CD'), ('app', 'NN'), ('with', 'IN'), ('10,000', 'CD'), ('google', 'NNS'), ('play', 'VBP'), ('downloads', 'NNS'), ('loaded', 'VBD'), ('well-known', 'JJ'), ('banking', 'NN'), ('trojan', 'NN')]","[('2fa', 'n'), ('app', 'n'), ('with', 'n'), ('10,000', 'n'), ('google', 'n'), ('play', 'v'), ('downloads', 'n'), ('loaded', 'v'), ('well-known', 'a'), ('banking', 'n'), ('trojan', 'n')]","['2fa', 'app', 'with', '10,000', 'google', 'play', 'downloads', 'load', 'well-known', 'banking', 'trojan']"
190,"In Tripura, Transgenders Allege Cops Made Them Strip To ""Prove Gender"" #URL# #URL#","['In', 'Tripura,', 'Transgenders', 'Allege', 'Cops', 'Made', 'Them', 'Strip', 'To', '""Prove', 'Gender""', '#URL#', '#URL#']","In Tripura, Transgenders Allege Cops Made Them Strip To ""Prove Gender"" #URL# #URL#","['in', 'tripura', ',', 'transgenders', 'allege', 'cops', 'made', 'them', 'strip', 'to', '``', 'prove', 'gender', ""''"", '#', 'url', '#', '#', 'url', '#']","['in', 'tripura', 'transgenders', 'allege', 'cops', 'made', 'them', 'strip', 'to', '``', 'prove', 'gender', ""''"", 'url', 'url']","['in', 'tripura', 'transgenders', 'allege', 'cops', 'made', 'them', 'strip', 'to', '``', 'prove', 'gender', ""''""]","[('in', 'IN'), ('tripura', 'NN'), ('transgenders', 'NNS'), ('allege', 'VBP'), ('cops', 'NNS'), ('made', 'VBD'), ('them', 'PRP'), ('strip', 'VB'), ('to', 'TO'), ('``', '``'), ('prove', 'VB'), ('gender', 'NN'), (""''"", ""''"")]","[('in', 'n'), ('tripura', 'n'), ('transgenders', 'n'), ('allege', 'v'), ('cops', 'n'), ('made', 'v'), ('them', 'n'), ('strip', 'v'), ('to', 'n'), ('``', 'n'), ('prove', 'v'), ('gender', 'n'), (""''"", 'n')]","['in', 'tripura', 'transgenders', 'allege', 'cop', 'make', 'them', 'strip', 'to', '``', 'prove', 'gender', ""''""]"
